UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7955,L55134,1,0.49749553181853884,1.276869337265834,-0.47288265415285896,0.1919147738793301,-1.177531265307219,0,0,0,0,0,0
7956,M22815,2,0.44749949819088924,1.276869337265834,-1.2761173181443808,1.61641115883063,-1.1461099029422812,0,0,0,0,0,0
7957,H37370,0,0.44749949819088924,1.276869337265834,-0.14377956265633265,-0.1993201487481394,-1.098977859394875,0,0,0,0,0,0
7958,H37371,0,0.44749949819088924,1.276869337265834,3.353638036806752,-2.3561280555406,-1.0204244534825309,0,0,0,0,0,0
7959,L55138,1,0.49749553181853884,1.4116711084769678,-0.9023900786483255,0.9944479484997806,-0.9418710475701869,0,0,0,0,0,0
7960,L55139,1,0.49749553181853884,1.4116711084769678,0.2578377693394283,-0.7711250356652106,-0.9104496852052493,0,0,0,0,0,0
7961,H37374,0,0.5474915654461884,1.4790719940824966,-0.26649596965503736,0.2621364266586198,-0.8790283228403117,0,0,0,0,0,0
7962,L55141,1,0.49749553181853884,1.4790719940824966,-1.5327061691416726,1.9073294346305432,-0.8004749169279677,0,0,0,0,0,0
7963,L55142,1,0.49749553181853884,1.4790719940824966,-0.9302801711480311,0.7035296726998674,-0.7690535545630302,0,0,0,0,0,0
7964,L55143,1,0.49749553181853884,1.4790719940824966,-0.160513618156156,-0.008718519775782523,-0.7376321921980925,0,0,0,0,0,0
7965,L55144,1,0.44749949819088924,1.4116711084769678,-0.6458012276510338,0.021376474272484798,-0.7062108298331549,0,0,0,0,0,0
7966,L55145,1,0.5474915654461884,1.5464728796880634,-0.41710246915344773,-0.4701750951825417,-0.6747894674682173,0,0,0,0,0,0
7967,L55146,1,0.49749553181853884,1.4790719940824966,0.3526640838384274,-0.40998510708600777,-0.6433681051032797,0,0,0,0,0,0
7968,M22827,2,0.49749553181853884,1.4790719940824966,0.5032705833368377,-0.7410300416169433,-0.6119467427383422,0,0,0,0,0,0
7969,L55148,1,0.44749949819088924,1.4790719940824966,1.5184699503261223,-1.6840065217959728,-0.5648146991909357,0,0,0,0,0,0
7970,L55149,1,0.44749949819088924,1.4116711084769678,0.9606681003320099,-1.1222332995616573,-0.5333933368259981,0,0,0,0,0,0
7971,M22830,2,0.44749949819088924,1.4116711084769678,-1.3486315586436155,0.8640363076239577,-0.5019719744610606,0,0,0,0,0,0
7972,L55151,1,0.49749553181853884,1.4116711084769678,-0.746205560649974,0.6132446905550669,-0.4548399309136541,0,0,0,0,0,0
7973,L55152,1,0.5474915654461884,1.4790719940824966,-0.7908297086495031,1.496031182637562,-0.4234185685487165,0,0,0,0,0,0
7974,L55153,1,0.5474915654461884,1.5464728796880634,0.7989055638337174,-1.0319483174168569,-0.3919972061837789,0,0,0,0,0,0
7975,L55154,1,0.5974875990738095,1.5464728796880634,-0.06010928515721578,-0.159193490017117,-0.36057584381884134,0,0,0,0,0,0
7976,M22835,2,0.5974875990738095,1.5464728796880634,0.051451084841606695,-0.16922515469987276,-0.32915448145390375,0,0,0,0,0,0
7977,H37390,0,0.5974875990738095,1.6138737652935922,-0.8019857456493853,0.7837829901619122,-0.28202243790649734,0,0,0,0,0,0
7978,L55157,1,0.5974875990738095,1.6138737652935922,-0.8968120601483844,1.9073294346305432,-0.2034690319941533,0,0,0,0,0,0
7979,L55158,1,0.5974875990738095,1.6138737652935922,-0.32785417315438975,1.3555878770789835,-0.17204766962921572,0,0,0,0,0,0
7980,M22839,2,0.5974875990738095,1.6138737652935922,-0.6179111351513282,-0.33976345430671806,-0.14062630726427813,0,0,0,0,0,0
7981,M22840,2,0.5974875990738095,1.6138737652935922,-0.18840371065586164,-0.03881351382404913,-0.09349426371687172,0,0,0,0,0,0
7982,L55161,1,0.49749553181853884,1.5464728796880634,-0.5230848206523291,-0.35982678367222964,-0.046362220169465326,0,0,0,0,0,0
7983,L55162,1,0.49749553181853884,1.5464728796880634,-0.28323002515486073,0.2621364266586198,-0.014940857804527726,0,0,0,0,0,0
7984,L55163,1,0.49749553181853884,1.4790719940824966,0.3470860653384863,-0.7009033828859209,0.016480504560409875,0,0,0,0,0,0
7985,L55164,1,0.49749553181853884,1.5464728796880634,0.06260712184148895,-0.5103017539135641,0.047901866925347474,0,0,0,0,0,0
7986,L55165,1,0.49749553181853884,1.4790719940824966,0.006826936842077707,-0.5905550713756088,0.07932322929028507,0,0,0,0,0,0
7987,L55166,1,0.5474915654461884,1.5464728796880634,0.2689938063393105,-0.5504284126445864,0.11074459165522267,0,0,0,0,0,0
7988,H37401,0,0.49749553181853884,1.4790719940824966,-0.2776520066549196,0.03140813895523986,0.14216595402016027,0,0,0,0,0,0
7989,L55168,1,0.5474915654461884,1.5464728796880634,-0.294386062154743,-0.5103017539135641,0.22071935993250427,0,0,0,0,0,0
7990,L55169,1,0.5474915654461884,1.6138737652935922,-0.6067550981514459,-0.20935181343089515,0.2521407222974419,0,0,0,0,0,0
7991,M22850,2,0.5474915654461884,1.6138737652935922,1.50731391332624,-1.4934048928236157,0.2835620846623795,0,0,0,0,0,0
7992,L55171,1,0.5474915654461884,1.5464728796880634,-0.026641174157569038,-0.09900350192058306,0.3306941282097859,0,0,0,0,0,0
7993,M22852,2,0.5474915654461884,1.5464728796880634,1.7471687088237084,-1.4131515753615709,0.3621154905747235,0,0,0,0,0,0
7994,L55173,1,0.5474915654461884,1.5464728796880634,0.31361795433883954,-0.811251694396233,0.4092475341221299,0,0,0,0,0,0
7995,L55174,1,0.49749553181853884,1.5464728796880634,-0.6402232091510927,0.3524214088034203,0.4406688964870675,0,0,0,0,0,0
7996,L55175,1,0.49749553181853884,1.4790719940824966,1.323239302828183,-1.1222332995616573,0.47209025885200506,0,0,0,0,0,0
7997,M22856,2,0.49749553181853884,1.4790719940824966,-0.22187182165550837,0.15178811514830773,0.5035116212169427,0,0,0,0,0,0
7998,M22857,2,0.49749553181853884,1.4790719940824966,6.533108581773193,-3.038281253967983,0.5506436647643491,1,0,0,1,0,0
7999,L55178,1,0.44749949819088924,1.4116711084769678,-1.0027944116472658,1.1750179127893825,0.5977757083117554,0,0,0,0,0,0
8000,M22859,2,0.44749949819088924,1.4116711084769678,0.4363343613375443,-0.9015366765410335,0.6291970706766931,0,0,0,0,0,0
8001,M22860,2,0.39750346456326807,1.3442702228714007,-0.5342408576522113,1.3355245477134718,0.6763291142240995,0,0,0,0,0,0
8002,L55181,1,0.39750346456326807,1.3442702228714007,-0.9191241341481489,1.024542942548048,0.7234611577715059,0,0,0,0,0,0
8003,M22862,2,0.44749949819088924,1.4116711084769678,1.7415906903237672,-1.704069851161484,0.7548825201364434,0,0,0,0,0,0
8004,M22863,2,0.39750346456326807,1.3442702228714007,-1.4769259841422613,2.7399576032992603,0.8020145636838498,0,0,0,0,0,0
8005,L55184,1,0.44749949819088924,1.3442702228714007,-0.032219192657510165,0.4025797322171985,0.8491466072312562,0,0,0,0,0,0
8006,L55185,1,0.39750346456326807,1.3442702228714007,-0.3445882286542131,-0.26954180152742907,0.8805679695961939,0,0,0,0,0,0
8007,L55186,1,0.44749949819088924,1.4116711084769678,-0.42825850615332994,0.6032130258723112,0.9119893319611314,0,0,0,0,0,0
8008,M22867,2,0.49749553181853884,1.4116711084769678,0.6985012308347771,-1.16235995829268,0.943410694326069,0,0,0,0,0,0
8009,L55188,1,0.39750346456326807,1.276869337265834,-0.6960033941505039,0.11166145641728534,0.9905427378734755,0,0,0,0,0,0
8010,H37423,0,0.44749949819088924,1.3442702228714007,3.2922798333073997,-2.225716414664777,1.021964100238413,0,0,0,0,0,0
8011,L55190,1,0.39750346456326807,1.2094684516603051,-1.2036030776451463,2.1179943929684115,1.100517506150757,0,0,0,0,0,0
8012,L55191,1,0.39750346456326807,1.2094684516603051,-0.6234891536512693,0.3323580794379088,1.1319388685156946,0,0,0,0,0,0
8013,M22872,2,0.44749949819088924,1.3442702228714007,-0.9135461156482078,1.61641115883063,1.1633602308806323,0,0,0,0,0,0
8014,M22873,2,0.44749949819088924,1.3442702228714007,-0.7629396161497974,1.074701265961826,1.2104922744280386,0,0,0,0,0,0
8015,L55194,1,0.44749949819088924,1.3442702228714007,-0.21629380315556726,0.42264306158271003,1.2576243179754452,0,0,0,0,0,0
8016,M22875,2,0.49749553181853884,1.3442702228714007,0.10723126984101794,-0.24947847216191754,1.2890456803403827,0,0,0,0,0,0
8017,M22876,2,0.44749949819088924,1.3442702228714007,-0.5119287836524469,0.14175645046555194,1.336177723887789,0,0,0,0,0,0
8018,L55197,1,0.49749553181853884,1.3442702228714007,-0.11588947015662703,-0.06890850787231645,1.3833097674351955,0,0,0,0,0,0
8019,L55198,1,0.49749553181853884,1.276869337265834,1.95355539332153,-1.653911527747706,1.414731129800133,0,0,0,0,0,0
8020,L55199,1,0.49749553181853884,1.4116711084769678,0.7598594343341295,-0.9316316705893005,1.4461524921650706,0,0,0,0,0,0
8021,H37434,0,0.44749949819088924,1.3442702228714007,1.01087026683148,-1.2125182817064584,1.4775738545300083,0,0,0,0,0,0
8022,M22881,2,0.49749553181853884,1.3442702228714007,-0.22187182165550837,-0.5403967479618307,1.5561272604423522,0,0,0,0,0,0
8023,L55202,1,0.44749949819088924,1.3442702228714007,-0.5453968946520936,0.382516402851687,1.6032593039897587,0,0,0,0,0,0
8024,H37437,0,0.44749949819088924,1.3442702228714007,-0.7908297086495031,0.2721680913413756,1.6346806663546962,0,0,0,0,0,0
8025,L55204,1,0.44749949819088924,1.3442702228714007,-0.25533993265515514,-0.12909849596884967,1.7132340722670403,0,0,0,0,0,0
8026,M22885,2,0.39750346456326807,1.3442702228714007,-0.651379246150975,1.074701265961826,1.7446554346319778,0,0,0,0,0,0
8027,L55206,1,0.3475074309356185,1.276869337265834,-0.7796736716496208,1.024542942548048,1.7917874781793843,1,0,0,0,1,0
8028,L55207,1,0.2975113973079973,1.276869337265834,-0.6346451906511515,0.492864714361999,1.8232088405443219,0,0,0,0,0,0
8029,L55208,1,0.2975113973079973,1.2094684516603051,-0.21071578465562613,0.4828330496792433,1.8546302029092594,0,0,0,0,0,0
8030,M22889,2,0.2975113973079973,1.276869337265834,0.5032705833368377,-0.4701750951825417,-1.6959837443286894,0,0,0,0,0,0
8031,L55210,1,0.2975113973079973,1.3442702228714007,-0.2720739881549785,0.2220097679275974,-1.6488517007812828,0,0,0,0,0,0
8032,L55211,1,0.3475074309356185,1.3442702228714007,0.06260712184148895,-0.7610933709824549,-1.6174303384163453,0,0,0,0,0,0
8033,L55212,1,0.39750346456326807,1.3442702228714007,-0.6848473571506217,0.6533713492860893,-1.5860089760514078,0,0,0,0,0,0
8034,L55213,1,0.3475074309356185,1.276869337265834,-0.2999640806546841,-0.1190668312860946,-1.55458761368647,0,0,0,0,0,0
8035,L55214,1,0.3475074309356185,1.2094684516603051,0.1406993808406647,-0.31970012494120725,-1.5231662513215325,0,0,0,0,0,0
8036,L55215,1,0.3475074309356185,1.1420675660547381,2.0706937818202937,-2.03511478569242,-1.491744888956595,0,0,0,0,0,0
8037,L55216,1,0.3475074309356185,1.1420675660547381,-0.4394145431532122,0.6132446905550669,-1.4603235265916572,0,0,0,0,0,0
8038,L55217,1,0.3475074309356185,1.2094684516603051,0.3582421023383685,-0.5905550713756088,-1.4289021642267197,0,0,0,0,0,0
8039,L55218,1,0.3475074309356185,1.2094684516603051,-0.294386062154743,0.7336246667481341,-1.3974808018617821,0,0,0,0,0,0
8040,L55219,1,0.39750346456326807,1.276869337265834,0.11838730684090018,-0.8212833590789884,-1.3660594394968446,0,0,0,0,0,0
8041,L55220,1,0.39750346456326807,1.276869337265834,-0.2274498401554495,-0.06890850787231645,-1.3346380771319069,0,0,0,0,0,0
8042,H37455,0,0.39750346456326807,1.276869337265834,-0.6011770796515048,0.8540046429412019,-1.3032167147669693,0,0,0,0,0,0
8043,L55222,1,0.39750346456326807,1.276869337265834,-0.294386062154743,0.5129280437275106,-1.2246633088546253,0,0,0,0,0,0
8044,L55223,1,0.3475074309356185,1.276869337265834,-0.294386062154743,-0.42001677176876356,-1.1932419464896877,0,0,0,0,0,0
8045,L55224,1,0.3475074309356185,1.2094684516603051,-0.5453968946520936,-0.1892884840653836,-1.1618205841247502,0,0,0,0,0,0
8046,M22905,2,0.3475074309356185,1.276869337265834,-0.9637482821476778,1.5160945120030738,-1.1303992217598124,0,0,0,0,0,0
8047,L55226,1,0.2975113973079973,1.2094684516603051,-0.3780563396538599,0.14175645046555194,-1.0832671782124061,0,0,0,0,0,0
8048,L55227,1,0.2975113973079973,1.276869337265834,-0.42268048765338884,-0.17925681938262783,-1.0518458158474686,0,0,0,0,0,0
8049,L55228,1,0.2975113973079973,1.276869337265834,-0.701581412650445,0.13172478578279617,-1.0204244534825309,0,0,0,0,0,0
8050,H37463,0,0.2975113973079973,1.276869337265834,0.36382012083830967,-0.9516949999548118,-0.9890030911175933,0,0,0,0,0,0
8051,L55230,1,0.3475074309356185,1.3442702228714007,-0.7685176346497385,1.1148279246928485,-0.9104496852052493,0,0,0,0,0,0
8052,L55231,1,0.2975113973079973,1.2094684516603051,0.6315650088354836,-1.2827399344857475,-0.8790283228403117,0,0,0,0,0,0
8053,L55232,1,0.2475153636803477,1.276869337265834,-0.7573615976498563,0.5731180318240445,-0.8476069604753741,0,0,0,0,0,0
8054,L55233,1,0.2475153636803477,1.276869337265834,1.9423993563216477,-1.8344814920373074,-0.8161855981104366,0,0,0,0,0,0
8055,L55234,1,0.19751933005269812,1.2094684516603051,-0.746205560649974,0.793814654844668,-0.7847642357454989,0,0,0,0,0,0
8056,H37469,0,0.09752726279742736,1.0746666804492095,-0.23860587715533174,0.11166145641728534,-0.7533428733805613,0,0,0,0,0,0
8057,L55236,1,0.0475312291698062,1.0072657948436425,-0.22187182165550837,0.3423897441206646,-0.6747894674682173,0,0,0,0,0,0
8058,L55237,1,0.09752726279742736,1.0072657948436425,0.05702910334154782,-0.27957346621018414,-0.6433681051032797,0,0,0,0,0,0
8059,L55238,1,0.14752329642507697,1.0746666804492095,-0.1326235256564504,0.492864714361999,-0.6119467427383422,0,0,0,0,0,0
8060,L55239,1,0.09752726279742736,1.0746666804492095,0.006826936842077707,-0.22941514279640599,-0.5805253803734045,0,0,0,0,0,0
8061,H37474,0,0.09752726279742736,1.0072657948436425,-0.6290671721512104,0.4326747262654651,-0.5491040180084669,0,0,0,0,0,0
8062,M22921,2,0.09752726279742736,1.0746666804492095,-0.4115244506535066,0.14175645046555194,-0.4705506120961229,0,0,0,0,0,0
8063,M22922,2,0.14752329642507697,1.0746666804492095,-1.0027944116472658,1.4157778651755175,-0.4234185685487165,0,0,0,0,0,0
8064,M22923,2,0.14752329642507697,1.1420675660547381,0.06818514034143007,-0.35982678367222964,-0.3762865250013101,0,0,0,0,0,0
8065,L55244,1,0.2475153636803477,1.2094684516603051,0.31919597283878065,-0.5203334185963199,-0.32915448145390375,0,0,0,0,0,0
8066,M22925,2,0.2475153636803477,1.276869337265834,0.7319693418344239,-1.3730249166305482,-0.2977331190889661,0,0,0,0,0,0
8067,L55246,1,0.19751933005269812,1.276869337265834,1.8364170048227664,-1.8746081507683297,-0.25060107554155975,0,0,0,0,0,0
8068,M22927,2,0.2975113973079973,1.3442702228714007,-0.2720739881549785,-0.018750184458538297,-0.21917971317662213,0,0,0,0,0,0
8069,M22928,2,0.2475153636803477,1.276869337265834,0.7654374528340706,-0.48020675986529676,-0.17204766962921572,0,0,0,0,0,0
8070,M22929,2,0.2475153636803477,1.276869337265834,1.8754631343223542,-1.7943548333062846,-0.12491562608180933,0,0,0,0,0,0
8071,M22930,2,0.2475153636803477,1.3442702228714007,1.8308389863228252,-1.704069851161484,-0.07778358253440293,0,0,0,0,0,0
8072,L55251,1,0.2475153636803477,1.3442702228714007,0.5980968978358369,-1.0520116467823681,-0.030651538986996525,0,0,0,0,0,0
8073,H37486,0,0.2475153636803477,1.3442702228714007,-0.9135461156482078,0.3223264147551537,0.0007698233779410748,0,0,0,0,0,0
8074,L55253,1,0.2475153636803477,1.3442702228714007,0.10723126984101794,-0.32973178962396227,0.07932322929028507,0,0,0,0,0,0
8075,L55254,1,0.19751933005269812,1.3442702228714007,0.51442662033672,-0.5103017539135641,0.11074459165522267,0,0,0,0,0,0
8076,L55255,1,0.19751933005269812,1.3442702228714007,-0.9637482821476778,0.3022630853896422,0.14216595402016027,0,0,0,0,0,0
8077,L55256,1,0.14752329642507697,1.2094684516603051,-0.9972163931473246,0.8038463195274238,0.17358731638509786,0,0,0,0,0,0
8078,L55257,1,0.14752329642507697,1.2094684516603051,0.045873066341665575,-0.028781849141293357,0.20500867875003548,0,0,0,0,0,0
8079,L55258,1,0.14752329642507697,1.1420675660547381,0.17974551034025255,-0.8814733471755224,0.23643004111497307,0,0,0,0,0,0
8080,L55259,1,0.09752726279742736,1.0072657948436425,-0.06010928515721578,-0.38992177772049624,0.26785140347991065,0,0,0,0,0,0
8081,H37494,0,0.09752726279742736,1.0072657948436425,-0.5955990611515637,0.3624530734861761,0.29927276584484824,0,0,0,0,0,0
8082,L55261,1,0.09752726279742736,1.0746666804492095,-1.0195284671470892,1.3555878770789835,0.37782617175719224,0,0,0,0,0,0
8083,H37496,0,0.0475312291698062,1.0072657948436425,-0.651379246150975,0.6232763552378227,0.4092475341221299,0,0,0,0,0,0
8084,L55263,1,0.0475312291698062,0.9398649092380756,-0.5621309501519169,0.2220097679275974,0.4878009400344739,0,0,0,0,0,0
8085,L55264,1,0.09752726279742736,0.9398649092380756,-0.3111201176545664,0.4427063909482209,0.5192223023994115,0,0,0,0,0,0
8086,L55265,1,0.09752726279742736,0.9398649092380756,-1.1589789296456172,0.9844162838170248,0.5506436647643491,0,0,0,0,0,0
8087,L55266,1,0.09752726279742736,0.9398649092380756,-0.42268048765338884,-0.24947847216191754,0.5820650271292866,0,0,0,0,0,0
8088,L55267,1,0.0475312291698062,0.9398649092380756,-0.517506802152388,0.06150313300350718,0.6134863894942243,0,0,0,0,0,0
8089,L55268,1,0.0475312291698062,0.9398649092380756,-1.0195284671470892,0.5731180318240445,0.6449077518591618,0,0,0,0,0,0
8090,L55269,1,0.0475312291698062,0.8724640236325469,0.7654374528340706,-0.9717583293203229,0.6763291142240995,0,0,0,0,0,0
8091,L55270,1,0.0475312291698062,0.9398649092380756,2.0706937818202937,-1.704069851161484,0.7077504765890371,0,0,0,0,0,0
8092,L55271,1,0.09752726279742736,1.0746666804492095,-0.9135461156482078,1.6966644762926748,0.7391718389539746,0,0,0,0,0,0
8093,M22952,2,0.09752726279742736,1.0746666804492095,-0.14377956265633265,0.08156646236901802,0.7705932013189123,0,0,0,0,0,0
8094,L55273,1,0.09752726279742736,1.0746666804492095,-0.1549355996562149,-0.43004843645151863,0.8177252448663187,0,0,0,0,0,0
8095,H37508,0,0.09752726279742736,1.0746666804492095,0.6873451938348948,-1.1222332995616573,0.8491466072312562,0,0,0,0,0,0
8096,L55275,1,0.09752726279742736,1.1420675660547381,-0.25533993265515514,0.8339413135756903,0.9277000131436003,0,0,0,0,0,0
8097,M22956,2,0.09752726279742736,1.1420675660547381,0.09049721434119457,-0.2595101368446733,0.9591213755085378,0,0,0,0,0,0
8098,L55277,1,0.14752329642507697,1.1420675660547381,-0.48403869115274123,0.15178811514830773,1.0062534190559442,0,0,0,0,0,0
8099,L55278,1,0.09752726279742736,1.0746666804492095,-0.21629380315556726,-0.09900350192058306,1.0376747814208818,0,0,0,0,0,0
8100,L55279,1,0.09752726279742736,1.1420675660547381,0.3582421023383685,-0.9516949999548118,1.0690961437858195,0,0,0,0,0,0
8101,L55280,1,0.14752329642507697,1.1420675660547381,0.7989055638337174,-1.2225499463892138,1.100517506150757,0,0,0,0,0,0
8102,L55281,1,0.14752329642507697,1.2094684516603051,0.15743343634048806,-0.22941514279640599,1.1319388685156946,0,0,0,0,0,0
8103,L55282,1,0.14752329642507697,1.2094684516603051,-0.701581412650445,0.6032130258723112,1.1633602308806323,0,0,0,0,0,0
8104,M22963,2,0.14752329642507697,1.276869337265834,-0.612333116651387,0.1618197798310635,1.1947815932455699,0,0,0,0,0,0
8105,L55284,1,0.14752329642507697,1.276869337265834,0.8546857488331285,-0.8513783531272554,1.2419136367929762,0,0,0,0,0,0
8106,L55285,1,0.19751933005269812,1.276869337265834,-0.35016624715415423,0.8740679723067134,1.273334999157914,0,0,0,0,0,0
8107,M22966,2,0.19751933005269812,1.3442702228714007,0.31919597283878065,-0.9617266646375675,1.3047563615228515,0,0,0,0,0,0
8108,H37521,0,0.14752329642507697,1.276869337265834,-0.8298758381490909,0.9041629663549801,1.3518884050702578,0,0,0,0,0,0
8109,M22968,2,0.14752329642507697,1.2094684516603051,0.38055417633813304,-0.6306817301066312,1.4304418109826018,0,0,0,0,0,0
8110,L55289,1,0.14752329642507697,1.1420675660547381,1.5742501353255336,-1.3730249166305482,1.4775738545300083,0,0,0,0,0,0
8111,H37524,0,0.14752329642507697,1.2094684516603051,3.3592160553066934,-2.1554947618854876,1.5089952168949459,0,0,0,0,0,0
8112,M22971,2,0.19751933005269812,1.2094684516603051,0.07934117734131232,-0.6908717182031652,1.58754862280729,1,1,0,0,0,0
8113,M22972,2,0.19751933005269812,1.2094684516603051,-0.5398188761521524,0.5129280437275106,-1.6959837443286894,0,0,0,0,0,0
8114,L55293,1,0.19751933005269812,1.1420675660547381,-0.4449925616531533,0.5630863671412888,-1.6488517007812828,0,0,0,0,0,0
8115,H37528,0,0.19751933005269812,1.2094684516603051,5.339412622785792,-2.657077996023269,-1.6174303384163453,0,0,0,0,0,0
8116,L55295,1,0.19751933005269812,1.2094684516603051,-0.9581702636477367,1.7267594703409421,-1.5388769325040013,0,0,0,0,0,0
8117,L55296,1,0.14752329642507697,1.2094684516603051,2.5950275208147593,-2.0451464503751753,-1.5074555701390637,0,0,0,0,0,0
8118,L55297,1,0.14752329642507697,1.1420675660547381,-0.7406275421500329,0.7536879961136456,-1.4760342077741262,0,0,0,0,0,0
8119,L55298,1,0.14752329642507697,1.2094684516603051,0.051451084841606695,-0.7009033828859209,-1.4446128454091884,0,0,0,0,0,0
8120,L55299,1,0.14752329642507697,1.1420675660547381,-1.147822892645735,1.5261261766858294,-1.413191483044251,0,0,0,0,0,0
8121,L55300,1,0.09752726279742736,1.0746666804492095,1.273037136328713,-1.3629932519477927,-1.3817701206793134,0,0,0,0,0,0
8122,L55301,1,0.09752726279742736,1.0746666804492095,1.6077182463251802,-1.3028032638512588,-1.3503487583143756,0,0,0,0,0,0
8123,M22982,2,0.09752726279742736,1.0746666804492095,-0.032219192657510165,0.6433396846033335,-1.318927395949438,0,0,0,0,0,0
8124,H37537,0,0.09752726279742736,1.0072657948436425,-0.1326235256564504,-0.31970012494120725,-1.2717953524020318,0,0,0,0,0,0
8125,L55304,1,0.09752726279742736,0.9398649092380756,0.16301145484042917,0.10162979173452956,-1.1932419464896877,0,0,0,0,0,0
8126,L55305,1,0.09752726279742736,0.9398649092380756,-0.48403869115274123,0.7837829901619122,-1.1618205841247502,0,0,0,0,0,0
8127,L55306,1,0.09752726279742736,0.9398649092380756,-0.5900210426516226,-0.20935181343089515,-1.1303992217598124,0,0,0,0,0,0
8128,M22987,2,0.0475312291698062,0.8724640236325469,0.6204089718356014,-0.6206500654238761,-1.098977859394875,0,0,0,0,0,0
8129,L55308,1,0.0475312291698062,0.9398649092380756,0.5032705833368377,-0.8714416824927665,-1.0518458158474686,0,0,0,0,0,0
8130,L55309,1,-0.002464804457843392,0.8724640236325469,-0.10473343315674477,-0.07894017255507152,-1.0204244534825309,0,0,0,0,0,0
8131,H37544,0,-0.002464804457843392,0.8050631380269799,-0.8131417826492675,0.312294750072398,-0.9890030911175933,0,0,0,0,0,0
8132,H37545,0,-0.05246083808549298,0.8050631380269799,-0.9749043191475601,0.964352954451514,-0.9104496852052493,0,0,0,0,0,0
8133,M22992,2,-0.05246083808549298,0.8724640236325469,-0.835453856649032,1.0044796131825364,-0.8318962792929053,0,0,0,0,0,0
8134,L55313,1,-0.10245687171311416,0.7376622524214513,-0.40594643215356546,0.6132446905550669,-0.7847642357454989,0,0,0,0,0,0
8135,L55314,1,-0.15245290534076375,0.7376622524214513,0.6204089718356014,-0.7610933709824549,-0.7533428733805613,0,0,0,0,0,0
8136,L55315,1,-0.20244893896838492,0.6702613668158843,0.08491919584125344,-0.3698584483549854,-0.7219215110156237,0,0,0,0,0,0
8137,M22996,2,-0.20244893896838492,0.6028604812103173,-0.3613222841540365,-0.028781849141293357,-0.6905001486506861,0,0,0,0,0,0
8138,H37551,0,-0.2524449725960345,0.5354595956047887,0.34150804683854513,-0.7610933709824549,-0.6433681051032797,0,0,0,0,0,0
8139,L55318,1,-0.2524449725960345,0.5354595956047887,-1.0195284671470892,1.496031182637562,-0.5648146991909357,0,0,0,0,0,0
8140,L55319,1,-0.2524449725960345,0.5354595956047887,0.17974551034025255,-0.17925681938262783,-0.5333933368259981,0,0,0,0,0,0
8141,L55320,1,-0.20244893896838492,0.6028604812103173,0.6650331198351304,-1.2024866170237025,-0.5019719744610606,0,0,0,0,0,0
8142,L55321,1,-0.20244893896838492,0.5354595956047887,-0.8131417826492675,0.9944479484997806,-0.4705506120961229,0,0,0,0,0,0
8143,M23002,2,-0.15245290534076375,0.6702613668158843,-0.5063507651525057,0.9844162838170248,-0.43912924973118533,0,0,0,0,0,0
8144,L55323,1,-0.15245290534076375,0.6028604812103173,-0.3445882286542131,0.04143980363799563,-0.3919972061837789,0,0,0,0,0,0
8145,M23004,2,-0.15245290534076375,0.6702613668158843,-0.1828256921559205,0.2721680913413756,-0.36057584381884134,0,0,0,0,0,0
8146,M23005,2,-0.15245290534076375,0.6028604812103173,0.8156396193335407,-0.7911883650307214,-0.3134438002714349,0,0,0,0,0,0
8147,L55326,1,-0.20244893896838492,0.6028604812103173,-0.032219192657510165,-0.8212833590789884,-0.2663117567240285,0,0,0,0,0,0
8148,L55327,1,-0.2524449725960345,0.5354595956047887,-0.5119287836524469,0.10162979173452956,-0.23489039435909093,0,0,0,0,0,0
8149,M23008,2,-0.2524449725960345,0.4680587099992217,-0.28323002515486073,-0.04884517850680491,-0.2034690319941533,0,0,0,0,0,0
8150,M23009,2,-0.20244893896838492,0.5354595956047887,-0.6234891536512693,1.0446062719135587,-0.15633698844674693,0,0,0,0,0,0
8151,M23010,2,-0.2524449725960345,0.4680587099992217,-0.6402232091510927,0.13172478578279617,-0.10920494489934052,0,0,0,0,0,0
8152,L55331,1,-0.2524449725960345,0.4680587099992217,-0.3724783211539187,0.0915981270517738,-0.06207290135193413,0,0,0,0,0,0
8153,L55332,1,-0.2524449725960345,0.4680587099992217,-0.5621309501519169,0.5731180318240445,-0.030651538986996525,0,0,0,0,0,0
8154,L55333,1,-0.20244893896838492,0.5354595956047887,-0.17724767365597938,0.24207309729310825,0.0007698233779410748,0,0,0,0,0,0
8155,L55334,1,-0.20244893896838492,0.4680587099992217,-0.8131417826492675,1.2151445715204048,0.03219118574287867,0,0,0,0,0,0
8156,L55335,1,-0.2524449725960345,0.5354595956047887,-1.4267238176427912,1.2452395655686714,0.06361254810781627,0,0,0,0,0,0
8157,L55336,1,-0.20244893896838492,0.5354595956047887,0.5869408608359546,-0.9115683412237894,0.09503391047275388,0,0,0,0,0,0
8158,L55337,1,-0.20244893896838492,0.5354595956047887,-0.2274498401554495,0.6934980080171117,0.12645527283769148,0,0,0,0,0,0
8159,L55338,1,-0.20244893896838492,0.5354595956047887,-0.7740956531496797,0.08156646236901802,0.15787663520262907,0,0,0,0,0,0
8160,H37573,0,-0.20244893896838492,0.6028604812103173,0.7821715083338939,-0.8814733471755224,0.18929799756756668,0,0,0,0,0,0
